Urls,Co,NB,NN,RF,SV,domain
www.jamstec.go.jp/e/about/press_release/20130514,0.363752556,1.896819649,2.710958295,2.63,3,www.jamstec.go.jp
www.frontiersin.org/articles/10.3389/fmars.2018.00003,0.366042913,4,2.099081164,2.63,1,www.frontiersin.org
link.springer.com/article/10.1007/s12237-011-9428-0/fulltext.html,0.421394073,1.985729908,1.268618049,2.63,2.5,link.springer.com
www.frontiersin.org/journals/655/sections/747,0.319788138,1.99574512,3.119043559,2.62,3,www.frontiersin.org
www.frontiersin.org/journals/marine-science/sections/marine-ecosystem-ecology,0.319788138,1.99574512,3.119043559,2.62,3,www.frontiersin.org
link.springer.com/article/10.1007/s00773-017-0524-0,0.351382111,1.631075957,2.896874175,2.62,3,link.springer.com
www.fao.org/docrep/007/y5519b/y5519b0n.htm,0.356142374,1.999031106,2.422393898,2.62,3,www.fao.org
www.jamstec.go.jp/res/ress/tfujiki,0.380240861,1.98841808,2.29727642,2.62,3,www.jamstec.go.jp
www.frontiersin.org/research-topics/5253,0.336030548,1.97381372,2.27235508,2.62,3,www.frontiersin.org
link.springer.com/article/10.1007/s12237-011-9386-6,0.443408999,1.997021607,1.286367495,2.62,1,link.springer.com
www.fao.org/docrep/009/a0699e/A0699E08.htm,0.370371873,1.999144736,3.476162858,2.61,4,www.fao.org
link.springer.com/article/10.1007/s12237-017-0273-7,0.433016795,1.040863875,3.216766911,2.61,4,link.springer.com
www.data.gov/ocean/page/1,0.329576531,1.875629727,2.351621976,2.61,2.5,www.data.gov
www.frontiersin.org/articles/10.3389/fmars.2018.00087,0.358259688,2.175779827,1.438308576,2.61,1,www.frontiersin.org
link.springer.com/article/10.1007/s12237-014-9862-x/fulltext.html,0.413346906,1.999997486,2.229907685,2.6,1,link.springer.com
www.omicsonline.org/open-access/a-survey-of-the-benthic-microfauna-of-the-marine-ecosystem-on-iris1-oil-platform-at-the-cape-skirring-in-casamance-senegal-2150-3508-1000234-96462.html,0.46780844,1.000000477,1.917104385,2.6,1,www.omicsonline.org
www.omicsonline.org/open-access/assess-and-prioritize-the-problems-related-postharvest-management-of-horticultural-crops-in-jimma-town-the-case-of-bishishe-market-2376-0214-1000168-97984.html,0.498846596,1.027381742,1.441619743,2.6,1,www.omicsonline.org
link.springer.com/article/10.1007/s12237-013-9586-3,0.499293865,1.008440234,1.091746713,2.6,1,link.springer.com
link.springer.com/article/10.1007/s12237-013-9699-8/fulltext.html,0.399279374,1.000164964,0.982335011,2.6,0,link.springer.com
link.springer.com/article/10.1007/s12237-009-9210-8/fulltext.html,0.485013134,1.000000771,3.495854694,2.59,1,link.springer.com
link.springer.com/article/10.1007/s12237-017-0242-1/fulltext.html,0.435695072,1.000000002,3.248867159,2.59,2.5,link.springer.com
www.jamstec.go.jp/ceat/e/szmrg,0.352317755,1.000000044,3.194376961,2.59,3,www.jamstec.go.jp
www.fao.org/DOCREP/006/Y5025E/y5025e19.htm,0.310226694,1.995292695,3.021390873,2.59,3,www.fao.org
www.jamstec.go.jp/e/about/executives,0.280305955,1.929264337,2.554415721,2.59,3,www.jamstec.go.jp
www.omicsonline.org/proceedings/impact-of-salinity-on-shrimpprawn-farming-household-food-consumption-and-nutritional-outcomes-of-adolescent-girls-at-dif-66003.html,0.370716321,1.129658962,2.204745994,2.59,3,www.omicsonline.org
www.frontiersin.org/articles/10.3389/fmars.2017.00350,0.460631263,2.000000002,2.02661676,2.59,1,www.frontiersin.org
www.frontiersin.org/articles/10.3389/feart.2018.00042,0.363219192,1.620998959,1.649512209,2.59,3,www.frontiersin.org
www.frontiersin.org/articles/10.3389/fmars.2017.00430,0.442275795,2.000000001,3.994698474,2.59,4,www.frontiersin.org
link.springer.com/article/10.1007/BF02696015,0.362330962,1.328517597,3.359971828,2.59,4,link.springer.com
link.springer.com/article/10.2307/1352930,0.331231468,1.710143528,2.908118557,2.59,3,link.springer.com
link.springer.com/article/10.1007/s12237-012-9495-x,0.378355538,1.00013993,2.551896473,2.59,1,link.springer.com
www.data.gov/climate/coastalflooding/coastalflooding-tools,0.286447219,0.999996909,1.312074406,2.59,0,www.data.gov
www.mdpi.com/1424-8220/12/10/13583,0.4114756,1.997571123,2.262245035,2.58,3,www.mdpi.com
www.jamstec.go.jp/e/about/press_release/20150508,0.42764168,1.895416545,3.177047445,2.58,3,www.jamstec.go.jp
www.jamstec.go.jp/e/about/press_release/20160518,0.302371578,0.764813522,2.231000201,2.58,3,www.jamstec.go.jp
www.mdpi.com/1424-8220/14/5/8259/htm,0.509133175,2.000023549,1.404598264,2.58,2.5,www.mdpi.com
www.mdpi.com/1424-8220/14/5/8259/html,0.509133175,2.000023549,1.404598264,2.58,2.5,www.mdpi.com
www.data.gov/developers/government-apis,0.344796375,1.075988137,1.184531037,2.58,2.5,www.data.gov
link.springer.com/article/10.1007/BF02732761,0.294758147,1.688200529,3.107631573,2.57,3,link.springer.com
www.jamstec.go.jp/e/whatsnew/2015.html,0.277340016,2.000000056,2.949336837,2.57,3,www.jamstec.go.jp
www.jamstec.go.jp/jcoml/c1about.html,0.31187247,1.69473343,2.873659446,2.57,3.5,www.jamstec.go.jp
www.frontiersin.org/articles/10.3389/fmars.2018.00088,0.351369547,1.047119531,2.705668345,2.57,1,www.frontiersin.org
www.jamstec.go.jp/jcoml/c4outreach.html,0.246031746,1.816678074,3.504535613,2.57,4,www.jamstec.go.jp
www.fao.org/DOCREP/005/X0325T/X0325T00.HTM,0.265050705,1.918797974,3.231246888,2.57,3,www.fao.org
www.jamstec.go.jp/e/about/equipment/observe/atomosphere.html,0.383984764,1.046470239,2.512012304,2.57,3,www.jamstec.go.jp
www.frontiersin.org/journals/marine-science/sections/marine-biotechnology,0.274730096,1.99975637,3.057772976,2.56,3,www.frontiersin.org
www.jamstec.go.jp/e/about/intercollabo,0.379544819,1.000002586,2.850310128,2.56,3,www.jamstec.go.jp
www.frontiersin.org/journals/marine-science/sections/coral-reef-research,0.331292175,1.936051872,2.691193335,2.56,3,www.frontiersin.org
www.jamstec.go.jp/teams/e/publication.html,0.383990859,2.000167125,2.970360496,2.55,4,www.jamstec.go.jp
link.springer.com/article/10.1007/s12237-016-0099-8/fulltext.html,0.402543685,1,0.995681123,2.55,0,link.springer.com
www.fao.org/docrep/007/y5808e/y5808e09.htm,0.498204166,1.985685099,3.07734894,2.55,4,www.fao.org
www.jamstec.go.jp/e/about/press_release/2005/20050328,0.43709042,1.186183981,1.424531401,2.55,4,www.jamstec.go.jp
www.jamstec.go.jp/e/about/press_release/20110305,0.283510234,1.003563401,1.862630663,2.54,4,www.jamstec.go.jp
www.fao.org/docrep/009/a0337e/A0337E12.htm,0.401931252,1.941268249,1.686545117,2.54,4,www.fao.org
link.springer.com/article/10.1007/BF02841388,0.388146237,1.981426473,1.457654952,2.54,1,link.springer.com
www.omicsonline.org/open-access/measuring-sustainability-of-turkish-coastal-regions-based-on-quality-coast-indicators-by-local-experts-evaluation-2473-3350-1000449-94862.html,0.324645032,0.999087658,1.141093827,2.53,1,www.omicsonline.org
www.fao.org/fishery/topic/16063/en,0.387298335,1.023921712,3.067612157,2.52,4,www.fao.org
www.fao.org/fishery/xml/topic/16204/en,0.329490028,2.064623845,3.46196312,2.52,4,www.fao.org
www.omicsonline.org/editor-profile/Giulia_GUERRIERO,0.316585799,1.594198251,2.819767594,2.52,3,www.omicsonline.org
www.fao.org/neareast/news/view/fr/c/384422,0.278093865,0.984482998,2.612264535,2.52,3,www.fao.org
www.fao.org/docrep/003/x6951e/x6951e07.htm,0.322329186,0.51503807,1.933214205,2.52,3,www.fao.org
www.fao.org/legal/development-law/newsletter-2-1/en,0.334076552,1.57841365,1.91018385,2.52,2,www.fao.org
www.mdpi.com/1424-8220/18/3/820/html,0.461481667,3.999999265,3.934382594,2.52,1,www.mdpi.com
www.fao.org/docrep/007/y5456t/y5456t02.htm,0.258050115,0.900744793,3.114452697,2.52,3.5,www.fao.org
www.fao.org/docrep/007/y5456t/y5456t03.htm,0.263180678,0.850986705,3.053969207,2.52,3.5,www.fao.org
www.fao.org/3/y3536e0g.htm,0.364746804,2.512185272,3.118868526,2.51,4,www.fao.org
www.fao.org/docrep/meeting/006/y9859e/Y9859e07b.htm,0.394820459,1.083730652,3.22894594,2.51,4,www.fao.org
www.fao.org/docrep/005/y2793e/y2793e04.htm,0.314534743,0.367701123,2.983098322,2.51,3,www.fao.org
www.fao.org/docrep/008/y5936e/y5936e08.htm,0.483933918,1.999889555,2.948943233,2.5,1,www.fao.org
www.mdpi.com/journal/ijgi/special_issues/renewable-energy-ijgi,0.362950439,1.994320354,2.4252648,2.5,3,www.mdpi.com
www.omicsonline.org/open-access/evaluation-of-diversity-and-conservation-status-of-matricaria-chamomilla-l-and-matricaria-aurea-loefl-sch-bip-in-lebanon-2332-2543-1000206-97687.html,0.472087301,2,1.355702674,2.5,4,www.omicsonline.org
www.mdpi.com/1424-8220/16/7/1072/html,0.560811835,4,3.534586086,2.49,1,www.mdpi.com
www.mdpi.com/1424-8220/17/8/1851/htm,0.362221756,4,3.194137206,2.49,4,www.mdpi.com
www.omicsonline.org/author-profile/nazrul-islam-m-222142,0.34326943,1.897362853,2.594361857,2.49,3,www.omicsonline.org
www.fao.org/docrep/008/y5936e/y5936e06.htm,0.290837525,1.470513627,2.740208826,2.49,4,www.fao.org
www.fao.org/DOCREP/006/x1452e/x1452e00.HTM,0.430353438,2.795303323,3.478524619,2.48,2.5,www.fao.org
www.omicsonline.org/proceedings/marine-algae-based-cosmetics-9516.html,0.285545772,1.452523357,3.168040522,2.48,3,www.omicsonline.org
www.omicsonline.org/scholarly/seaweed-journals-articles-ppts-list.php,0.290864012,1.463955016,3.105806262,2.48,3,www.omicsonline.org
www.omicsonline.org/author-profile/atus-syahbudin-217058,0.320469627,1.324496202,2.852192921,2.48,3,www.omicsonline.org
www.omicsonline.org/author-profile/budiadi--217057,0.320469627,1.324496202,2.852192921,2.48,3,www.omicsonline.org
www.omicsonline.org/author-profile/eny-faridah-217056,0.320469627,1.324496202,2.852192921,2.48,3,www.omicsonline.org
www.omicsonline.org/editor-profile/Michael_Bernard_Kwesi_Darkoh,0.323133524,1.348974792,2.797887947,2.48,3,www.omicsonline.org
www.fao.org/docrep/009/a0962e/a0962e00.htm,0.314970394,0.698454695,2.438706437,2.48,4,www.fao.org
www.fao.org/docrep/008/a0008e/a0008e0k.htm,0.269822746,1.99527603,3.459209715,2.47,3,www.fao.org
www.omicsonline.org/universities/East_China_Normal_University,0.316408623,1.857724087,2.496920558,2.47,3,www.omicsonline.org
www.omicsonline.org/proceedings/nutritional-evaluation-of-whole-root-and-tuber-crops-as-livestock-feed-48143.html,0.340080976,0.890036868,2.29331104,2.47,3,www.omicsonline.org
www.mdpi.com/1424-8220/16/3/387/htm,0.509950463,2.999999904,2.149827099,2.46,1,www.mdpi.com
www.omicsonline.org/editor-profile/Terry_Brandebourg,0.337184038,0.958352266,2.285041747,2.46,3,www.omicsonline.org
www.omicsonline.org/universities/University_of_Sao_Paulo,0.22423153,2.000008128,2.983605578,2.45,3,www.omicsonline.org
www.omicsonline.org/editor-profile/Ming_Fan,0.317837078,1.254520208,2.40017029,2.45,3,www.omicsonline.org
www.omicsonline.org/proceedings/a-systemic-review-of-studies-investigating-moringa-oleifera-leaf-meal-as-a-feed-for-livestock-48152.html,0.363539525,1.977519296,2.314963875,2.45,3,www.omicsonline.org
www.omicsonline.org/proceedings/a-systemic-review-of-studies-investigating-moringa-oleifera-leaf-meal-as-a-feed-for-livestock-48153.html,0.363539525,1.977519296,2.314963875,2.45,3,www.omicsonline.org
www.data.gov/community/webinar-vessel-tracking-data-used-ocean-planning,0.31984409,1.344688124,1.993838906,2.44,2.5,www.data.gov
www.data.gov/maritime/highlights,0.24743583,1.191679492,3.192812651,2.44,3,www.data.gov
www.omicsonline.org/scholarly/sea-grass-journals-articles-ppts-list.php,0.310610392,2,2.915544509,2.44,3,www.omicsonline.org
www.omicsonline.org/editor-profile/Mikhail_Igorevich_Panasyuk,0.356966447,0.645672387,2.192204129,2.44,3,www.omicsonline.org
www.omicsonline.org/editorinchief-coastal-development-open-access.php,0.323079597,0.834003559,2.445107718,2.43,3,www.omicsonline.org
www.omicsonline.org/proceedings/paenibacillus-sp-nov-isolated-from-animal-complete-feed-48158.html,0.33995562,0.862880477,2.332336702,2.43,3,www.omicsonline.org
www.data.gov/ocean/webinar-vessel-tracking-data-used-ocean-planning,0.307562343,1.531961652,2.003700746,2.43,2.5,www.data.gov
www.omicsonline.org/editor-profile/Stephen_Anthony_Raverty,0.351573268,0.936582394,2.31287584,2.42,3,www.omicsonline.org
www.mdpi.com/1424-8220/14/4/7156/html,0.311569804,1.885571871,3.190462503,2.41,3,www.mdpi.com
www.omicsonline.org/author-profile/orisasona-o--247308,0.344555131,1.032930375,2.284601327,2.41,3,www.omicsonline.org
www.omicsonline.org/author-profile/orisasona-o--247323,0.344555131,1.032930375,2.284601327,2.41,3,www.omicsonline.org
www.omicsonline.org/author-profile/kareem-ok--247319,0.350967011,0.92534075,2.324417045,2.41,3,www.omicsonline.org
www.omicsonline.org/author-profile/olanrewaju-an--247302,0.350967011,0.92534075,2.324417045,2.41,3,www.omicsonline.org
www.omicsonline.org/author-profile/kumar-b-205224,0.329485651,1.844941286,2.941864899,2.4,3,www.omicsonline.org
www.omicsonline.org/author-profile/kumar-s-205217,0.333726311,1.859612117,2.841889168,2.4,3,www.omicsonline.org
www.omicsonline.org/author-profile/sharma-p-205230,0.333726311,1.859612117,2.841889168,2.4,3,www.omicsonline.org
www.omicsonline.org/author-profile/gupta-ak-205212,0.342356236,1.721722906,2.794891182,2.39,3,www.omicsonline.org
www.mdpi.com/1424-8220/14/6/11245/html,0.464238345,3.999999213,2.238038703,2.39,1,www.mdpi.com
www.omicsonline.org/author-profile/al-baroudi-bm-227428,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/author-profile/el-zeedy-sa-227426,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/author-profile/haque-me-207400,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/author-profile/hossain-mz-207403,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/author-profile/zaifada-au-227441,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/editor-profile/Zhengguo_Xiao,0.354168802,0.797157082,2.178402436,2.39,3,www.omicsonline.org
www.omicsonline.org/author-profile/ming-yang-198796,0.334277225,0.938486453,2.255862137,2.38,3,www.omicsonline.org
www.data.gov/climate/tribal-nations/tools-natives-arctic,0.364851865,1.750216056,2.730852205,2.35,2.5,www.data.gov
www.mdpi.com/1424-8220/8/5,0.546080974,4,3.034308415,2.33,1,www.mdpi.com
www.mdpi.com/2072-4292/10/2/259/htm,0.418522456,2.000004527,2.169217199,2.33,0,www.mdpi.com
www.mdpi.com/2220-9964/5/6/81/htm,0.401355375,4,3.000005077,2.28,3.5,www.mdpi.com
www.data.gov/community/webinar-using-participatory-gis-map-ocean-uses-mid-atlantic,0.287543071,1.53035573,2.292872366,2.28,2,www.data.gov
www.mdpi.com/2072-4292/10/2/353/htm,0.403981093,4,2.690167583,2.26,1,www.mdpi.com
www.data.gov/ocean/webinar-using-participatory-gis-map-ocean-uses-mid-atlantic,0.278886676,1.681776129,2.314657664,2.26,4,www.data.gov
www.data.gov/maritime,0.330861111,2.009211021,3.413718878,2.24,3.5,www.data.gov
www.mdpi.com/2220-9964/6/3/62/htm,0.474312005,3,1.367275229,2.24,3,www.mdpi.com
www.mdpi.com/rss/journal/antibiotics,0.458725896,3,1.034455123,2.24,1,www.mdpi.com
www.mdpi.com/1424-8220/16/1/53/htm,0.264708341,4,3.308403854,2.2,3,www.mdpi.com
www.mdpi.com/2220-9964/5/12/224/htm,0.395946403,4,1.815184668,2.2,1,www.mdpi.com
www.data.gov/issues,0.395144676,1.043608197,1.499559393,2.19,1,www.data.gov
www.mdpi.com/2072-4292/10/5/675/htm,0.354143247,4,0.950266139,2.19,2.5,www.mdpi.com
www.mdpi.com/1424-8220/8/5/3335,0.440567111,2.548156023,3.102202632,2.18,1,www.mdpi.com
www.mdpi.com/1424-8220/8/5/3335/xml,0.440567111,2.548156023,3.102202632,2.18,1,www.mdpi.com
www.mdpi.com/2072-4292/9/9/948/htm,0.361635397,4,0.957716454,2.18,2.5,www.mdpi.com
www.mdpi.com/journal/algorithms/special_issues/Modeling_Computing,0.363480236,2.000629396,2.569447061,2.16,3,www.mdpi.com
www.data.gov/ocean/page/regional-planning/south-atlantic,0.351605423,1.427486241,2.339845194,2.16,1,www.data.gov
www.data.gov/ocean/south-atlantic,0.351605423,1.427486241,2.339845194,2.16,1,www.data.gov
www.data.gov/maritime/p24587094,0.37718916,1.976864905,2.041571064,2.16,2,www.data.gov
www.mdpi.com/2220-9964/4/3/1142/htm,0.39161377,2.000127033,1.498344052,2.16,0,www.mdpi.com
www.mdpi.com/1424-8220/11/3/2885,0.309035023,2.48927114,3.105294834,2.15,3,www.mdpi.com
www.mdpi.com/rss/journal/systems,0.245246189,4,1.431873555,2.14,3,www.mdpi.com
www.mdpi.com/1424-8220/14/5/8485/htm,0.333469339,3.011791703,3.205243796,2.13,1,www.mdpi.com
www.mdpi.com/1999-4893/8/3/529/htm,0.534522484,2.000565026,2.208012001,2.13,1,www.mdpi.com
www.data.gov/issues/request-id/566479,0.377964473,0.48106385,1.849287055,2.122857143,3,www.data.gov
www.mdpi.com/2072-4292/9/7/734/htm,0.474312005,4,2.874463871,2.12,2.5,www.mdpi.com
www.mdpi.com/2075-4450/8/4/104/htm,0.432815151,2.002922605,1.937241695,2.12,1,www.mdpi.com
www.mdpi.com/2220-9964/4/3/1076/htm,0.34456515,4,2.997465188,2.12,3,www.mdpi.com
www.data.gov/ocean/northeast,0.256978084,1.79018837,2.218989102,2.08,1,www.data.gov
www.data.gov/ocean/page/regional-planning/northeast,0.256978084,1.79018837,2.218989102,2.08,1,www.data.gov
www.data.gov/ocean/gulf-of-mexico,0.325669474,1.34816218,2.206662242,2.05,3,www.data.gov
www.data.gov/ocean/page/regional-planning/gulf-of-mexico,0.325669474,1.34816218,2.206662242,2.05,3,www.data.gov
www.data.gov/maritime/page/1,0.363803438,1.964425497,2.286280896,2.04,3,www.data.gov
www.data.gov/climate/ecosystem-vulnerability/ecosystem-vulnerability-tools,0.349618936,0.935262087,2.163266959,2.03,1,www.data.gov
www.data.gov/ocean/pacific-islands,0.262071209,1.329426063,2.170744038,2.02,1,www.data.gov
www.data.gov/ocean/page/regional-planning/pacific-islands,0.262071209,1.329426063,2.170744038,2.02,1,www.data.gov
www.data.gov/ocean/caribbean,0.325407013,1.984158991,2.269232214,2,2,www.data.gov
www.data.gov/ocean/page/regional-planning/caribbean,0.325407013,1.984158991,2.269232214,2,2,www.data.gov
www.journals.elsevier.com:443/probabilistic-engineering-mechanics/most-downloaded-articles,0.265626601,0.618942121,2.104031666,1.974,3,www.journals.elsevier.com
www.data.gov/climate/tribal-nations/tools-adaptation,0.396942093,0.692216842,2.127245006,1.97,3,www.data.gov
www.journals.elsevier.com:443/probabilistic-engineering-mechanics,0.248371318,1.235879646,2.497609529,1.92,3,www.journals.elsevier.com
www.data.gov/maritime/p24557427,0.32071349,1.123942386,2.243911189,1.87,3,www.data.gov
www.data.gov/maritime/p24907817,0.244902683,1.0964006,3.06755232,1.84,3,www.data.gov
www.data.gov/community/webinar-monitoring-us-ocean-great-lakes-economy,0.28419928,1.920475647,2.262214148,1.817092907,2.5,www.data.gov
www.data.gov/ocean/webinar-monitoring-us-ocean-great-lakes-economy,0.279040459,1.929323555,2.257376839,1.817092907,2.5,www.data.gov
www.data.gov/ocean/federal-data-resources,0.327326835,0.607084777,1.994941604,1.78,3,www.data.gov
www.data.gov/community/new-report-data-categories-for-marine-planning,0.250258665,0.620219374,2.790136875,1.77,3.5,www.data.gov
www.data.gov/meta,0.229511623,1.182157222,3.306987725,1.75,3.5,www.data.gov
www.data.gov/ocean/page/2,0.327326835,0.767468112,2.068273977,1.73,2,www.data.gov
www.data.gov/announcements/marine-geology-data-and-information-viewer,0.315838083,1.923733558,2.489456279,1.700666667,3,www.data.gov
www.data.gov/meta/uncategorized__announcements__marine-geology-data-and-information-viewer,0.315838083,1.923733558,2.489456279,1.700666667,3,www.data.gov
www.data.gov/meta/highlights,0.240039679,1.084308349,3.079783532,1.69,3.5,www.data.gov
www.journals.elsevier.com:443/probabilistic-engineering-mechanics/most-cited-articles,0.310529502,2.034656817,2.158840068,1.670714286,2.5,www.journals.elsevier.com
www.journals.elsevier.com:443/energy-storage-materials/most-cited-articles,0.243657962,1.700934911,2.41044965,1.663547619,3,www.journals.elsevier.com
www.data.gov/ocean/new-report-data-categories-for-marine-planning,0.263624865,0.707209295,2.846955109,1.65,3.5,www.data.gov
www.data.gov/climate/arctic/featured-content,0.333913548,1.597085399,2.065782195,1.56,3,www.data.gov
www.journals.elsevier.com:443/astroparticle-physics/most-cited-articles,0.508000508,4,1.087605491,1.55,1,www.journals.elsevier.com
www.data.gov/ocean/mid-atlantic,0.272974342,1.539586116,2.15154976,1.490512821,1,www.data.gov
www.journals.elsevier.com:443/engineering-fracture-mechanics/imechanica-blog,0.253024038,2.000073457,2.606195524,1.440714286,2.5,www.journals.elsevier.com
www.journals.elsevier.com:443/international-journal-of-adhesion-and-adhesives,0.248371318,0.901355645,2.349108408,1.34,3,www.journals.elsevier.com
www.journals.elsevier.com:443/engineering-failure-analysis,0.231744887,1.738142541,2.61221728,1.3,3,www.journals.elsevier.com
www.journals.elsevier.com:443/methodsx/most-downloaded-articles,0.44474959,2.026729114,2.321249603,1.278928571,3,www.journals.elsevier.com
www.journals.elsevier.com:443/international-journal-of-adhesion-and-adhesives/recent-articles,0.303224816,2.000592408,2.459246388,1.21,3,www.journals.elsevier.com
www.journals.elsevier.com:443/international-journal-of-adhesion-and-adhesives/top-articles,0.239045722,0.605374669,2.298296083,1.21,3,www.journals.elsevier.com
www.journals.elsevier.com:443/applied-thermal-engineering/open-access-articles,0.280305955,0.723043453,1.680763104,1.16,3,www.journals.elsevier.com
www.journals.elsevier.com:443/engineering-fracture-mechanics/news/in-memoriam-robert-wei,0.205315773,0.675364966,2.388335532,1.130714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/composite-structures,0.29830027,2.000001244,2.804778121,1.127294372,3,www.journals.elsevier.com
www.journals.elsevier.com:443/computers-and-graphics/recent-articles,0.25717225,0.551701855,1.818457385,1.126564103,3,www.journals.elsevier.com
www.journals.elsevier.com:443/space-policy/news/tribute-to-dr-molly-macauley,0.233416341,1.000000404,2.802265315,1.125081419,3,www.journals.elsevier.com
www.journals.elsevier.com:443/ndt-and-e-international/most-cited-articles,0.527506496,4,2.54616347,1.111818182,1,www.journals.elsevier.com
www.journals.elsevier.com:443/probabilistic-engineering-mechanics/recent-articles,0.245255736,0.08203562,2.180318913,1.104714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/engineering-failure-analysis/editorial-board/mn-james,0.208695968,0.594288225,2.305199909,1.094714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/computers-and-graphics,0.236202256,0.830269495,1.863815583,1.090952381,3,www.journals.elsevier.com
www.journals.elsevier.com:443/advances-in-engineering-software/most-cited-articles,0.272974342,1.734627046,2.087255065,1.089397436,1,www.journals.elsevier.com
www.journals.elsevier.com:443/econometrics-and-statistics/most-cited-articles,0.327326835,2.001753564,2.095793043,1.045333333,1,www.journals.elsevier.com
www.journals.elsevier.com:443/space-policy,0.253546276,1.000000001,2.748548243,1.039810856,3,www.journals.elsevier.com
www.journals.elsevier.com:443/space-policy/most-cited-articles,0.313043952,1.000000001,3.106117995,1.031818182,3,www.journals.elsevier.com
www.journals.elsevier.com:443/current-opinion-in-toxicology/most-cited-articles,0.32991444,2.000000006,2.495461555,1.024159341,2.5,www.journals.elsevier.com
www.journals.elsevier.com:443/computers-and-fluids/call-for-papers,0.213808994,0.534071626,2.187072529,1.004714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/acta-astronautica/special-issues,0.263624865,1.000000689,2.286220852,0.996310856,3,www.journals.elsevier.com
www.journals.elsevier.com:443/wear/conferences/2019-wear-of-materials,0.217479418,0.5115818,2.114452498,0.984714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/space-policy/recent-articles,0.222374795,0.494017083,2.035317188,0.984714286,3,www.journals.elsevier.com
www.journals.elsevier.com:443/icarus/mendeley,0.280305955,0.053682629,2.110519427,0.982532468,3,www.journals.elsevier.com
www.journals.elsevier.com:443/econometrics-and-statistics/recent-articles,0.27235239,1.279803474,2.003897634,0.976159341,3,www.journals.elsevier.com
www.journals.elsevier.com:443/econometrics-and-statistics/editorial-board,0.287543071,0.875353937,2.03752281,0.952564103,1,www.journals.elsevier.com
www.journals.elsevier.com:443/hardwarex/mendeley,0.257843977,1.870097928,1.972932624,0.944548951,2.5,www.journals.elsevier.com
www.journals.elsevier.com:443/computational-materials-science/top-articles,0.253546276,1.380159632,2.072475882,0.909397436,1,www.journals.elsevier.com
www.journals.elsevier.com:443/clinical-and-translational-radiation-oncology/top-articles,0.264575131,0.517073706,1.583672838,0.897574204,1,www.journals.elsevier.com
www.journals.elsevier.com:443/data-in-brief/top-articles,0.264575131,0.517073706,1.583672838,0.897574204,1,www.journals.elsevier.com
www.journals.elsevier.com:443/microelectronic-engineering/news/accelerated-publications-letters-is-now-available,0.224544357,1.615742348,2.401706923,0.881112554,3,www.journals.elsevier.com
